state_name,state,state_fips,year,Population,Employment,Unemployment,Unemploymentrate,MarginallyFoodInsecure,FoodInsecure,VeryLowFoodSecure,GrossStateProduct,Numberoflowincomeuninsuredc,PercentLowIncomeUnisuredChil,Personalincome,Workerscompensation,AFDCTANFRecipients,AFDCTANFCaseloads,FoodStampSNAPRecipients,FoodStampSNAPCaseloads,AFDCTANFBenefitfor2Personf,AFDCTANFBenefitfor3personf,AFDCTANFbenefitfor4personf,FSSNAPBenefitfor1personfam,FSSNAPBenefitfor2personfam,FSSNAPBenefitfor3personfam,FSSNAPBenefitfor4personfam,AFDCTANF_FS2PersonBenefit,AFDCTANF_FS3PersonBenefit,AFDCTANF_FS4PersonBenefit,ChildonlyAFDCTANFcases,SSIFederal,SSIState,TotalSSI,SSI_FSBenefit,NumberofPoorthousands,PovertyRate,GovernorisDemocrat1Yes,NumberinLowerHouseDemocrat,NumberinLowerHouseRepublican,FractionofStateHousethatis,NumberinUpperHouseDemocrat,NumberinUpperHouseRepublican,FractionofStateSenatethatis,EITCPhaseInRateNoDependents,EITCPhaseInRate1Dependent,EITCPhaseInRate2Dependents,EITCPhaseInRate3Dependents,EITCMaximumCreditNoDependent,EITCMaximumCredit1Dependent,EITCMaximumCredit2Dependents,EITCMaximumCredit3Dependents,EITCPhaseOutRateNoDependent,EITCPhaseOutRate1Dependent,EITCPhaseOutRate2Dependents,EITCPhaseOutRate3Dependents,StateEITCRate,WisconsinEITCRate2Dependents,WisconsinEITCRate3Dependents,RefundableStateEITC1Yes,FederalMinimumWage,StateMinimumWage,SSIrecipients,SSIrecipientsAged,SSIrecipientsBlind,SSIrecipientsDisabled,Medicaidbeneficiaries,WICparticipation,NSLPFreeParticipation,NSLPReducedParticipation,NSLPTotalParticipation,SBPFreeParticipation,SBPReducedParticipation,SBPTotalParticipation,BW
WI,50,55,1991,4952675,2476926,143638,5.5,,,,104774,,,94002400,14688,240326,80326,294338.7,100457.3,440,517,617,105,193,277,352,592,730,875,10146,407,103,510,553,492,9.9,0,58,41,.5858585858585859,19,14,.5757575757575758,0,.167,.173,.173,0,1192,1235,1235,0,.1193,.1236,.1236,.05,.25,.75,1,4.25,3.8,90875,21468,1184,68223,415942,76650.6666666667,128879.991877778,30235.5594666667,464353.230244444,18698.8992666667,909.539111111111,22030.6844111111,
WY,51,56,1991,457739,223326,12344,5.2,,,,12977,,,8642400,64417,17072,5968,30761.33,11348.17,320,360,390,105,193,277,352,508,620,716,447,407,20,427,495,47,9.9,1,22,42,.34375,10,20,.3333333333333333,0,.167,.173,.173,0,1192,1235,1235,0,.1193,.1236,.1236,0,,,0,4.25,1.6,3895,724,54,3117,36804,9272.25,14545.9012888889,4975.52101111111,57793.0001222222,2338.76186666667,266.809522222222,3133.76482222222,
AL,1,1,1992,4139269,1816526,148990,7.6,,,,81260,,,73039800,54758,141941,50631,549703.8,207873.3,123,149,168,111,203,292,370,326,441,538,9877,422,0,422,501,729,17.3,0,83,22,.79,28,7,.8,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,146898,44636,1666,100596,466918,118320.5,258706.335333333,39149.8547111111,550411.1230888891,97972.9473,6479.85561111111,119081.026022222,
AK,2,2,1992,587073,261624,25592,8.9,,,,22753,,,14270700,11422,31919,10808,37713,12333.83,821,924,1027,142,261,374,475,1000,1185,1358,865,422,362,784,855,58,10.2,0,23,17,.58,10,10,.5,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.75,5444,1160,109,4175,57540,11738.25,17967.275,4376.6873,42265.4920222222,3842.74812222222,461.190077777778,5365.9355,
AZ,3,4,1992,3867333,1732327,141279,7.5,,,,82682,,,71692100,212009,180501,63598,457099.3,166258.5,266,334,402,111,203,292,370,469,621,746,10695,422,0,422,501,607,15.8,0,27,33,.45,17,13,.5666666666666667,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,57271,12595,782,43894,402212,78901.5,186473.007033333,26728.3018666667,350458.827755556,77848.41315555559,4680.75166666667,91226.2975,
AR,4,5,1992,2394098,1072508,82019,7.1,,,,45018,,,39714400,22856,75112,26769,276765.8,101816.2,162,204,247,111,203,292,370,365,496,617,5490,422,0,422,501,430,17.5,1,91,9,.91,31,4,.8857142857142857,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,85840,24892,1199,59749,320875,78291.1666666667,138457.989766667,22124.2447666667,303000.479455556,75365.12298888891,6058.79303333333,98597.02742222221,
CA,5,6,1992,30875920,13880944,1424054,9.300000000000001,,,,807358,,,702449100,1681413,2306509,806086,2557925,957947.6,535,663,788,111,203,292,370,672,851,1016,205473,422,223,645,657,5197,16.4,0,47,32,.59,25,13,.6578947368421053,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,956835,334386,22426,600023,4485743,537496,1433437.06324444,141181.258577778,2206237.44456667,506909.062655556,15985.5354777778,552976.027811111,
CO,6,8,1992,3459995,1734715,110530,6,,,,87302,,,75599100,313873,122379,42081,259693,101916.3,280,356,432,111,203,292,370,483,636,767,4191,422,56,478,540,376,10.8,1,27,38,.42,12,23,.3428571428571429,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,3,46606,9196,507,36903,258690,52029.25,107866.612266667,25265.8563888889,290103.200311111,25097.1576333333,1704.70774444444,31897.8784777778,
CT,7,9,1992,3274997,1689684,138023,7.6,,,,105759,,,94269300,106024,156989,55500,202264.7,85503.91,549,680,792,111,203,292,370,682,863,1019,5912,422,325,747,729,321,9.800000000000001,0,89,62,.5894039735099338,20,16,.5555555555555556,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.27,37214,7348,515,29351,316278,61606.75,78939.0265888889,14180.2347,215804.986222222,23731.5817333333,1622.56733333333,31040.1534222222,
DE,8,10,1992,690158,347253,19909,5.4,,,,22907,,,15854300,12089,26450,10661,50621.25,18748.33,270,338,407,111,203,292,370,473,623,750,2199,422,0,422,501,55,7.8,0,17,24,.4146341463414634,15,6,.7142857142857143,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,8960,1704,120,7136,60696,14305.25,20296.3047888889,3082.90851111111,58626.3933888889,8293.940755555561,427.660844444444,10275.9199333333,
DC,9,11,1992,584183,289953,27273,8.6,,,,43187,,,17369300,18901,59997,22566,82267.75,37557.75,321,409,499,111,203,292,370,523,673,814,3724,422,15,437,512,120,20.3,.,,,,12,0,1,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,18021,3489,209,14323,108514,16479.5,37556.2815666667,2196.63792222222,47857.3654444444,14666.9103444444,447.453544444444,15818.5305222222,
FL,10,12,1992,13504775,6108967,548145,8.199999999999999,,,,284673,,,284266000,214993,601172,221205,1403908,553620.8,241,303,364,111,203,292,370,444,595,720,41078,422,0,422,501,2139,15.6,1,74,46,.6166666666666667,22,18,.55,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,266801,90302,3220,173279,1537926,240658.75,616731.7712,88529.2769444444,1144829.79744444,252495.427266667,13372.3669,291832.194666667,
GA,11,13,1992,6759474,3164618,235077,6.9,,,,160062,,,131979000,57623,388022,135972,754114.1,288900.5,235,280,330,111,203,292,370,438,572,696,21777,422,0,422,501,1177,17.7,1,145,35,.8055555555555556,45,11,.8035714285714286,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,3.25,177041,48514,2664,125863,863670,190106.833333333,369056.882588889,60136.9829222222,913957.569233333,151981.582433333,13515.5641777778,200347.5968,
HI,12,15,1992,1149926,558936,25317,4.3,,,,36129,,,28434500,20336,50424,16530,94264.59,39215.58,531,666,802,181,333,477,606,839,1078,1302,1228,422,5,427,608,133,11.2,1,45,6,.8823529411764706,22,3,.88,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.75,15614,6293,169,9152,99666,18256.1666666667,31951.6635888889,9989.240311111111,143049.143,12615.3090777778,2230.95323333333,24094.3305777778,
ID,13,16,1992,1066490,497372,33754,6.4,,,,20632,,,18904800,58530,19708,7335,71870.91,25960.42,254,315,357,111,203,292,370,457,607,715,942,422,70,492,550,166,15.2,1,28,56,.3333333333333333,21,21,.5,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,13355,1991,145,11219,86924,28424.4166666667,43984.1786,14379.8501777778,134711.135088889,9778.34046666667,850.902511111111,13232.7699777778,
IL,14,17,1992,11635197,5552539,475377,7.9,,,,306236,,,265737000,44734,687572,228625,1156380,488383,268,367,414,111,203,292,370,471,644,755,23468,422,0,422,501,1857,15.6,0,72,46,.6101694915254238,31,28,.5254237288135594,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,219508,33688,2506,183314,1313140,204254.166666667,470586.477544444,54693.1252111111,933539.853777778,112108.906855556,3922.61728888889,126133.764855556,
IN,15,18,1992,5648649,2669811,187573,6.6,,,,124714,,,110147900,22557,199264,69134,447663.3,159701.5,229,288,346,111,203,292,370,432,580,707,6298,422,0,422,501,661,11.8,1,52,48,.52,24,26,.48,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,3.35,75401,10389,1192,63820,506829,130100.166666667,166604.509233333,31400.9819,600877.382233333,33353.2387111111,1863.26251111111,41302.1694888889,
IA,16,19,1992,2806923,1444325,67476,4.5,,,,61870,,,53791900,8045,102540,37081,192288.9,76482.16,361,426,495,111,203,292,370,551,685,811,4097,422,0,422,501,328,11.5,0,55,45,.55,29,21,.58,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,.065,,,0,4.25,4.65,37192,6965,1036,29191,278828,52542.8333333333,85991.60277777781,25443.4693444444,382516.001444444,20272.9961555556,2050.689,31277.5979777778,
KS,17,20,1992,2526042,1250194,58642,4.5,,,,56902,,,50940200,40585,84639,28741,174518.2,67736.91,347,422,488,111,203,292,370,541,682,806,3044,422,0,422,501,279,11.1,1,63,62,.504,18,22,.45,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,2.65,30113,4914,395,24804,226991,49296.5,84837.1883666667,26703.6318111111,303085.820455556,15041.1672888889,1544.02626666667,20015.2223333333,
KY,18,21,1992,3756358,1656436,122416,6.9,,,,77531,,,65547300,144052,229444,83133,528778.8,197286.3,196,228,285,111,203,292,370,399,520,655,11764,422,0,422,501,731,19.7,1,68,32,.68,27,11,.7105263157894737,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,133493,27645,1913,103935,583089,100868.5,216165.052122222,35600.1251111111,509698.070233333,106591.875633333,9425.46541111111,142201.246544444,
LA,19,22,1992,4270849,1767337,154485,8,,,,90890,,,73264000,43290,273747,92200,779289.8,277991.1,138,190,234,111,203,292,370,341,482,604,15618,422,0,422,501,1043,24.5,1,84,17,.8316831683168316,34,5,.8717948717948718,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,157100,37901,2301,116898,702264,130656.916666667,366543.248433333,48687.7806333333,674139.997611111,180784.008311111,11046.3186222222,215859.163366667,
ME,20,23,1992,1235748,597355,47134,7.3,,,,24329,,,23324800,10432,68108,23920,132508.7,57775.33,337,453,569,111,203,292,370,534,704,863,1013,422,10,432,508,167,13.5,0,97,54,.6423841059602649,21,14,.6,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,25757,6316,265,19176,162441,25939.9166666667,40039.6782777778,9127.57028888889,104931.199811111,10378.0572666667,1024.45495555556,14908.4262333333,
MD,21,24,1992,4902545,2471212,180141,6.8,,,,119535,,,120637400,276366,220837,79807,342231.5,146155.1,294,377,454,111,203,292,370,497,651,783,9073,422,0,422,501,583,11.8,1,117,24,.8297872340425532,38,9,.8085106382978723,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,.5,,,0,4.25,4.25,68537,15917,785,51835,377075,70404.75,135939.6991,25338.1992777778,343416.516833333,44052.9577444445,4305.92915555556,53915.7377555556,
MA,22,25,1992,5993474,2912028,269002,8.5,,,,167435,,,148477600,69066,309786,111448,428764.3,182891.8,446,539,628,111,203,292,370,610,764,904,9963,422,129,551,592,600,10.3,0,121,38,.7610062893081762,25,15,.625,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,138361,46912,4488,86961,686235,93363.6666666667,157128.783722222,20719.7164444444,422370.010788889,61283.3919111111,1952.84768888889,70795.3973444445,
MI,23,26,1992,9470323,4258246,420012,9,,,,212057,,,192235100,167483,674235,225609,994230.3,405308.1,371,459,563,111,203,292,370,558,708,859,12918,422,14,436,511,1271,13.6,0,61,49,.5545454545454546,18,20,.4736842105263158,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,3.35,170599,25419,2188,142992,1129023,175338.5,293796.544255556,40688.3530111111,720621.359222222,43017.3442333333,1204.91952222222,48581.4455222222,
MN,24,27,1992,4471503,2342262,126132,5.1,,,,114518,,,97018500,130601,191797,63656,308879.8,127850.3,437,532,621,111,203,292,370,604,759,900,4812,422,81,503,558,561,13,0,80,54,.5970149253731343,46,21,.6865671641791045,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,.1,,,1,4.25,4.25,49349,10230,728,38391,406491,81265.25,125256.637777778,38932.1663111111,497887.570422222,32867.1993333333,2602.09052222222,42210.3559777778,
MS,25,28,1992,2610193,1094539,95949,8.1,,,,44012,,,39062700,21111,177325,60810,535920.7,196084.1,96,120,144,111,203,292,370,299,412,514,11177,422,0,422,501,671,24.6,0,102,19,.8429752066115702,43,9,.8269230769230769,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,126301,37908,1583,86810,486861,109438.25,260150.142444444,30840.8296444444,412168.644366667,126334.438366667,8078.30905555556,147702.145511111,
MO,26,29,1992,5193686,2487204,163944,6.2,,,,115288,,,102138900,43004,250690,85176,549476.3,214343.5,234,292,342,111,203,292,370,437,584,704,6859,422,0,422,501,795,15.7,0,97,65,.5987654320987654,23,11,.6764705882352942,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,98349,19657,1138,77554,554477,97320.4166666667,191919.650633333,34514.2702555556,547553.158355556,65333.3213222222,4820.76504444444,86429.46183333331,
MT,27,30,1992,822436,389391,28076,6.7,,,,14937,,,14014000,127188,32154,10909,66287.84,25439,311,390,469,111,203,292,370,514,660,793,729,422,0,422,501,118,13.8,0,61,39,.61,29,21,.58,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,11599,1812,123,9664,60186,18004.1666666667,30172.8453666667,7779.38801111111,86530.26488888889,6036.06027777778,607.156677777778,8021.09553333333,
NE,28,31,1992,1602406,823384,24225,2.9,,,,38214,,,32208400,5863,48187,16551,107342.1,42682.5,293,364,435,111,203,292,370,496,642,769,3281,422,30,452,522,169,10.6,1,,,,,,,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,18252,3419,255,14578,150791,29357.58333333337,50317.3077555556,18946.5483111111,197450.317633333,9947.732099999999,865.910088888889,12613.8079888889,
NV,29,32,1992,1330694,683228,48678,6.7,,,,36052,,,30479300,450968,32198,11867,79739.59,36332.17,309,372,435,111,203,292,370,512,647,769,2257,422,36,458,526,199,14.7,1,22,20,.5238095238095238,10,9,.5263157894736842,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,14663,4983,539,9141,77525,16945.25,30424.7911777778,5805.96341111111,82871.7487666667,12505.6731555556,753.123,17166.7265888889,
NH,30,33,1992,1112766,569430,44719,7.3,,,,26332,,,24968200,93894,28273,10500,57704.25,24647.33,451,516,575,111,203,292,370,614,748,867,1423,422,27,449,520,97,8.699999999999999,0,128,270,.321608040201005,11,13,.4583333333333333,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,8201,1374,103,6724,71179,18259.8333333333,19556.4607,5346.66624444444,85691.23815555561,4021.60363333333,324.231555555556,7351.19262222222,
NJ,31,34,1992,7827770,3723909,339998,8.4,,,,230774,,,210510200,171516,352710,125847,494110,200763.8,322,424,488,111,203,292,370,523,684,806,19940,422,31,453,523,803,10.3,1,43,37,.5375,13,27,.325,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,5.05,124410,33585,1172,89653,697083,124835.083333333,215737.637388889,32858.5216222222,493728.634777778,42143.8968444444,2118.5255,49099.2448777778,
NM,32,35,1992,1580750,688598,53285,7.2,,,,32638,,,26802800,26940,87806,28764,221320.8,76789.25,258,324,389,111,203,292,370,461,614,737,3668,422,0,422,501,348,21.6,1,49,21,.7,26,16,.6190476190476191,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,3.35,36807,9657,610,26540,211805,42985,109032.269888889,17330.2700444444,179417.116155556,38064.0884444444,2790.51838888889,45316.1932,
NY,33,36,1992,18082032,7997602,753632,8.6,,,,519704,,,457271400,1189438,1116986,397172,1885054,855470.3,468,577,687,111,203,292,370,625,791,946,33579,422,86,508,561,2820,15.7,1,95,55,.6333333333333333,26,35,.4262295081967213,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,491083,133596,4024,353463,2557701,373938.666666667,848249.157666667,108762.407888889,1551165.52798889,258493.257122222,16140.1608777778,304744.096822222,
NC,34,37,1992,6831850,3386088,217849,6,,,,159337,,,132674900,37074,313479,121427,596734.4,235916.6,236,272,297,111,203,292,370,439,564,667,21031,422,0,422,501,1080,15.8,0,81,39,.675,36,14,.72,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,3.8,166297,46623,2641,117033,785043,154722.25,299414.797311111,59626.9809,739030.0851111111,147712.286411111,12812.2075777778,185828.3591,
ND,35,38,1992,635427,300939,14985,4.7,,,,12896,,,11391700,103873,18258,6394,45864,17757.83,326,401,491,111,203,292,370,526,668,809,370,422,0,422,501,74,12.1,1,48,58,.4528301886792453,27,26,.5094339622641509,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,8299,2122,96,6081,57068,18058.5,22183.2202666667,7568.87304444444,91169.6032555556,3966.03772222222,394.680144444444,6614.28742222222,
OH,36,39,1992,11007609,5097104,406156,7.4,,,,250650,,,221201400,1857695,749076,264271,1250631,529060.5,274,334,413,111,203,292,370,477,621,754,33714,422,0,422,501,1398,12.5,0,61,38,.6161616161616161,12,21,.3636363636363636,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,190349,23180,2544,164625,1442289,229213.5,354211.202055556,51744.0834,938789.1645666671,108782.606955556,3643.00922222222,122355.627477778,
OK,37,40,1992,3204174,1425792,91289,6,,,,62209,,,56033900,206776,134865,46837,346018.8,135468.1,264,341,423,111,203,292,370,467,626,761,5052,422,64,486,546,607,18.6,1,69,32,.6831683168316832,37,11,.7708333333333334,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,66680,17915,998,47767,360039,73641.83333333328,156028.038833333,37213.8656777778,360787.606366667,70180.4310777778,8998.221977777779,95152.8227222222,
OR,38,41,1992,2973934,1439531,115073,7.4,,,,63392,,,58477000,105201,116072,41460,264857,114214.2,395,460,565,111,203,292,370,574,709,860,4444,422,2,424,503,346,11.4,1,28,32,.4666666666666667,20,10,.6666666666666666,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.75,38692,6834,634,31224,295320,60064.6666666667,93495.3744666667,19205.6355888889,243231.2118,29004.6226666667,1810.47086666667,35800.1917777778,
PA,39,42,1992,11980819,5462170,448987,7.6,,,,269849,,,256051900,306094,593928,200699,1137393,494549.3,330,421,514,111,203,292,370,529,682,825,18303,422,32,454,524,1425,11.9,1,107,96,.5270935960591133,24,26,.48,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,219808,41599,2872,175337,1174779,225560.5,333513.345266667,61879.0945555556,961400.934911111,76983.2617333333,4207.62183333333,94911.9021888889,
RI,40,44,1992,1000571,479904,46751,8.9,,,,22665,,,21597100,10737,59396,21289,87392.25,38293.17,449,554,632,111,203,292,370,612,775,907,1852,422,67,489,548,119,12.4,1,89,11,.89,45,5,.9,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,.275,,,0,4.25,4.45,19714,5058,215,14441,213388,17731.6666666667,27395.5937666667,3520.81658888889,53602.9006222222,6021.8841,77.0596333333333,6350.47344444444,
SC,41,45,1992,3600576,1668893,120368,6.7,,,,71848,,,62693500,90123,139553,49710,368751.3,132571.8,167,210,252,111,203,292,370,370,502,622,10600,422,0,422,501,697,19,0,80,41,.6611570247933884,33,13,.7173913043478261,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,98668,27285,1813,69570,431083,102960.916666667,215319.932077778,30094.3143444444,449372.647711111,93474.38215555561,6437.4013,113960.445866667,
SD,42,46,1992,708698,344908,11854,3.3,,,,14886,,,12941800,5953,20368,7223,54682.5,19266.5,357,404,450,111,203,292,370,548,670,780,1454,422,15,437,512,106,15.1,0,24,46,.3428571428571429,17,18,.4857142857142857,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,11706,2709,149,8848,64230,21410.91666666663,33414.6478111111,10930.9593,103824.523577778,9545.24454444444,893.075355555556,12090.1354444444,
TN,43,47,1992,5013999,2297364,159815,6.5,,,,111660,,,94052900,59564,266125,95179,701641.8,279981,142,185,226,111,203,292,370,345,477,596,12831,422,0,422,501,858,17,1,56,43,.5656565656565656,20,13,.6060606060606061,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,159026,38615,2008,118403,785231,120873.166666667,230663.7805,34341.2331333333,577969.075844444,112344.897622222,9240.10235555556,149790.483044444,
TX,44,48,1992,17650479,8317300,688036,7.6,,,,416401,,,336646000,134600,757948,265819,2453964,890625.3,158,184,221,111,203,292,370,361,476,591,48782,422,0,422,501,3282,18.3,1,92,56,.6216216216216216,22,9,.7096774193548387,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,3.35,345186,124369,5461,215356,2024554,466279.75,1137793.11112222,133600.735111111,2061389.90768889,525268.2331,29197.3504666667,625238.8829,
UT,45,49,1992,1821498,845770,43083,4.8,,,,35602,,,30125500,116374,51829,17882,123197.9,44379.08,323,402,470,111,203,292,370,524,668,794,1916,422,5,427,505,172,9.4,0,31,44,.4133333333333333,10,19,.3448275862068966,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,16306,2052,305,13949,137264,50224.5,60901.3044888889,27865.5999444444,218690.279277778,8207.02197777778,921.613077777778,10572.8155333333,
VT,46,50,1992,570115,288803,18768,6.1,,,,12538,,,11241700,2782,28987,10047,53530,23289.58,567,673,755,111,203,292,370,695,858,993,535,422,65,487,547,61,10.5,1,73,75,.4932432432432433,15,15,.5,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,.28,,,1,4.25,4.25,11503,2318,128,9057,77502,15435.5833333333,15337.4996888889,3320.96395555556,47339.8058111111,3486.3949,346.101477777778,5365.45606666667,
VA,47,51,1992,6383315,3186823,213476,6.3,,,,158990,,,143668600,75076,188442,70677,495463.7,205888,294,354,410,111,203,292,370,497,635,752,12840,422,0,422,501,592,9.5,1,59,39,.6020408163265306,22,18,.55,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,110086,29255,1603,79228,515064,103731.5,189174.380011111,36069.3130777778,565357.785,83596.72753333329,7299.92686666667,114315.593944444,
WA,48,53,1992,5139011,2442480,193332,7.3,,,,134469,,,114759000,876097,273466,96407,431489.3,177770.5,428,531,624,111,203,292,370,597,759,902,13270,422,28,450,521,574,11.2,1,58,40,.5918367346938775,24,25,.4897959183673469,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,74699,12188,892,61619,568673,73061.5833333333,153656.666433333,32312.1288555556,390905.909144444,57157.8485333333,3521.48445555556,69110.2720777778,
WV,49,54,1992,1805462,690770,88112,11.3,,,,30410,,,29404400,480253,118609,40469,309606.4,117139.7,201,249,312,111,203,292,370,404,541,682,4229,422,0,422,501,401,22.3,1,74,26,.74,33,1,.9705882352941176,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,4.25,54745,8642,713,45390,308034,42469.25,86531.1213222222,14730.2799,185661.392788889,51276.4757222222,5499.2596,76016.78053333329,
WI,50,55,1992,5004636,2549773,137382,5.1,,,,112972,,,101407700,17417,243857,81680,333976.6,123181.5,440,517,617,111,203,292,370,606,749,897,10080,422,92,514,566,560,10.9,0,58,41,.5858585858585859,19,14,.5757575757575758,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,.05,.25,.75,1,4.25,4.25,98186,20481,1175,76530,440136,82701.5,137810.975144444,30887.2369333333,471079.587677778,19707.7753111111,975.647,23406.0889333333,
WY,51,56,1992,463491,225504,13355,5.6,,,,13179,,,9130700,73351,18935,6625,33433.83,12249.08,320,360,390,111,203,292,370,522,639,738,549,422,20,442,515,49,10.3,1,22,42,.34375,10,20,.3333333333333333,0,.176,.184,.184,0,1324,1384,1384,0,.1257,.1314,.1314,0,,,0,4.25,1.6,4548,734,59,3755,42401,10716.16666666667,15910.8319222222,5203.65868888889,58412.5614222222,3131.14195555556,394.058911111111,4338.00791111111,
AL,1,1,1993,4193114,1856754,147151,7.3,,,,84563,,,76398000,52631,139752,51559,560047.2,215850.4,137,164,194,111,203,292,370,340,456,564,13579,434,0,434,513,725,17.4,0,82,23,.78,27,8,.7714285714285715,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,155734,42496,1611,111627,521539,120762.416666667,262728.338444444,39431.4039222222,547188.781011111,99798.3526,6847.48707777778,121958.647966667,
AK,2,2,1993,596993,272709,22723,7.7,,,,23284,,,15007300,12094,36388,12129,43115.25,14298.58,821,923,1025,143,262,376,477,1006,1192,1364,905,434,374,808,878,52,9.1,0,23,17,.58,10,10,.5,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.75,5909,1204,109,4596,65079,11997.1666666667,19765.6675111111,4657.12793333333,44005.3937444444,4361.71563333333,514.703544444444,6095.28947777778,
AZ,3,4,1993,3993390,1824253,124774,6.4,,,,89300,,,77041000,227798,196539,69997,488650.3,178461.4,275,347,418,111,203,292,370,478,633,761,12828,434,0,434,513,615,15.4,0,27,33,.45,12,18,.4,0,.185,.195,.195,0,1434,1511,1511,0,.1321,.1393,.1393,0,,,0,4.25,4.25,63033,12985,817,49231,404030,90255.25000000007,201424.705811111,27653.1315444444,362057.533255556,85664.2909555556,5389.17472222222,100966.798511111,
